"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62"
1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4395995086,5098250287,6318060582,7481173066,7896860615,9483808362,9453756015,11248340431,14647996074,18319334300,21747855640,20670190138,21474752962,20766047764,20106648455,21270013326,28714571852,33920518493,37772896221,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98893958263,1.00208e+11,1.09347e+11,1.28596e+11,1.64671e+11,1.94372e+11,2.11877e+11,2.32181e+11,2.70079e+11,2.75447e+11,2.36443e+11,2.21876e+11,2.38976e+11,2.25497e+11,2.38279e+11,2.5897e+11,2.9158e+11,2.98928e+11,3.35431e+11,3.85042e+11,3.99122e+11,4.25889e+11,NA
4199134390,4426949095,4693566416,4928628018,5379845648,6197319929,6789938672,7555383690,8623172960,9743089607,10976245154,13731801564,17153463263,27081698250,46209092072,51776222350,68055295081,80600122702,77994316621,90391877326,94362275580,1.00499e+11,1.25949e+11,1.56365e+11,1.62277e+11,1.80184e+11,2.09095e+11,1.3401e+11,1.23058e+11,1.20496e+11,1.24813e+11,NA,NA,63743623232,71841461173,96419225744,1.20404e+11,1.13919e+11,1.10277e+11,1.13848e+11,1.09592e+11,1.26879e+11,1.28627e+11,1.53545e+11,1.90043e+11,2.26452e+11,2.66299e+11,3.49882e+11,4.12336e+11,4.16397e+11,4.86808e+11,5.80765e+11,5.98868e+11,4.60293e+11,4.32687e+11,3.84951e+11,4.17984e+11,4.45345e+11,2.94357e+11,2.58245e+11,2.03471e+11,NA
NA,NA,1954634836,1978437693,2340521143,NA,NA,NA,2896947634,3008120975,3281713806,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,5.2569e+10,3.7823e+10,42382333333,40712903226,46938387097,48425161290,47264516129,56774193548,62684516129,65831935484,1.80408e+11,407796349.7,553671957.7,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,1.31614e+11,1.11658e+11,1.38517e+11,1.8575e+11,2.18002e+11,2.34638e+11,2.28416e+11,1.66774e+11,1.66602e+11,1.87218e+11,2.27367e+11,2.35097e+11,1.66757e+11,NA
248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,526704545.5,670251136.4,839652164.1,1154440253,1515190595,1406875081,1669488390,2208509076,2511826196,2853435054,3381419043,3492997010,3206626564,2765950295,2864441356,2984052332,3989622715,5520318353,6106635770,5672569396,6468736287,6909730237,7080981669,6218581472,6389460286,7123633356,7426081278,7569666974,8503693099,8982047589,9025660362,8234846805,9318395055,11429333038,13825302536,16852963067,17465318552,21652505597,18074622987,13154414219,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26267063758,24857740445,21718075725,NA
2598500000,3138500000,2.51e+09,2992333333,3405333333,3663333333,3.98e+09,4.03e+09,4.619e+09,5329333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00606e+11,1.10181e+11,1.14753e+11,1.15999e+11,1.17166e+11,1.32456e+11,1.30816e+11,1.21148e+11,1.27047e+11,1.35571e+11,1.42657e+11,1.54145e+11,1.79162e+11,2.16712e+11,2.07953e+11,2.34655e+11,2.62294e+11,2.58417e+11,2.94167e+11,3.10945e+11,3.00078e+11,3.19024e+11,3.55277e+11,3.73641e+11,3.97935e+11,4.07101e+11,NA
40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13395e+11,1.24672e+11,1.4526e+11,1.75492e+11,1.99564e+11,2.27696e+11,2.24717e+11,2.57596e+11,3.15058e+11,3.93677e+11,4.77257e+11,4.30703e+11,4.27273e+11,4.43042e+11,4.37888e+11,4.52217e+11,6.40386e+11,8.05713e+11,8.91609e+11,9.28661e+11,1.18122e+12,1.24622e+12,1.32016e+12,1.06496e+12,1.09922e+12,1.17466e+12,1.31243e+12,1.24188e+12,1.27005e+12,1.25245e+12,1.14668e+12,1.16802e+12,1.27677e+12,1.57762e+12,1.80654e+12,1.85822e+12,1.94955e+12,2.2131e+12,2.40866e+12,2.19993e+12,2.1361e+12,2.29499e+12,2.08696e+12,2.14192e+12,2.16201e+12,1.83664e+12,1.87707e+12,1.9618e+12,2.09193e+12,2.00938e+12,1.88871e+12,NA
699050679,748028839.4,777712445.8,826690466.2,897931401.4,972140557.2,1096738065,1148025407,1083883355,1191287652,1404776071,1539865514,1875048860,1905917553,2375096249,2860411286,2966010230,3249697393,2644449232,2425033998,2679409453,2979061412,3293533288,3619294121,2373566957,2100223150,2754566176,3286987552,3828310735,4404970059,4592224067,4106199176,3535460090,5440064773,5452564385,6577523825,7393883555,8400033894,8787195622,8887061867,9005064475,9194717836,9719017926,9430230564,10174664854,11243868486,11930171468,12799593018,13709402085,12120460873,13220556883,14444655300,14807086889,14264202737,13899228824,14188935948,14077109397,14808989993,15730793853,15830768550,13812425037,NA
NA,NA,NA,NA,NA,599831979.8,658078969.5,631755810.7,561187342.5,698963875.7,639596751.6,678241389,788574629,943700547.8,1197454207,1363039400,1708734940,2096568479,2602748691,3271728272,3910036925,4384685230,4680567376,4920407601,4966710013,4993829194,6401380000,6755599114,6277197435,4220945005,4160003917,4344250257,5311329067,5605841536,6237739516,6727446632,6928359238,7246188575,7912327362,8149106065,8460424401,8975689845,9582453032,10195660790,11411390409,12588665303,15056929760,17110587447,22657662393,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41408960845,42932112676,44502895915,43697659296,NA
44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,1.05628e+11,1.23782e+11,1.46601e+11,1.72204e+11,2.12609e+11,2.40152e+11,3.18031e+11,4.32083e+11,4.79626e+11,5.21542e+11,5.86162e+11,7.21412e+11,1.01361e+12,1.05501e+12,1.10539e+12,1.21899e+12,1.13452e+12,1.24332e+12,1.31838e+12,1.39889e+12,2.07895e+12,2.53281e+12,3.07168e+12,3.05491e+12,3.13282e+12,3.58442e+12,3.90881e+12,4.45414e+12,4.9988e+12,5.54556e+12,4.92339e+12,4.49245e+12,4.09836e+12,4.63598e+12,4.96836e+12,4.37471e+12,4.18285e+12,4.51956e+12,4.89312e+12,4.83147e+12,4.60166e+12,4.57975e+12,5.10668e+12,5.28949e+12,5.75907e+12,6.23315e+12,6.27236e+12,5.21233e+12,4.89699e+12,4.44493e+12,5.00368e+12,4.93084e+12,5.03689e+12,5.14878e+12,5.05776e+12,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26932729103,24923076923,24917355372,23409260880,21250792886,20374302652,21035368251,22165932063,22135254836,16870821840,18291994909,22152694162,24636593223,30833699703,43151647003,57123671734,81003884545,1.0485e+11,1.33442e+11,1.15309e+11,1.48047e+11,1.92627e+11,2.07999e+11,2.36635e+11,2.21416e+11,1.84388e+11,1.37278e+11,1.66806e+11,1.7934e+11,1.81667e+11,1.71082e+11,NA
791265458.8,792959472.1,868111400,926589348.6,998759333.6,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2508998457,2969942180,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,42347217913,45405587557,46869457318,56396706006,61671425370,68285768554,70120413329,74815121315,82035800868,92202956321,1.00555e+11,1.01014e+11,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.675e+09,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,8271108638,8871026074,7735976273,NA
637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873232.4,718401157.7,969911421.4,505549441.4,702899156,588443893.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20016747754,22177200512,24571753583,27089389787,25808561551,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,38715554.54,41369800.05,40572066.13,37837837.84,41246160.6,32125148.4,32085561.5,33608738.27,42972107.2,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132419902,156120439.3,181705153.6,190243432.8,185114059.6,179703165.4,171117816.7,178328984.1,187276124.8,200157020.6,188391770.6,197508774.3,NA
12366563.61,12483229.31,12541562.15,12833226.39,13416554.86,13593932.32,14469078.18,16742338.25,14600000,15850000,16300000,19624746.45,22944849.12,24196018.38,31514856.31,33364055.3,30095602.29,44496296.3,49433333.33,58840740.74,68459259.26,80888888.89,86022222.22,86874074.07,98603703.7,111007407.4,130685185.2,147748148.1,172692592.6,192518518.5,217259259.3,220540740.7,242137037,263755555.6,295159259.3,313485185.2,333944444.4,374641308,383257331.4,406595484.4,421695769.8,458643829,481077373.7,469869869.9,506900000,547203703.7,644411111.1,689285185.2,751233333.3,747862963,760170370.4,817759259.3,800414814.8,839770370.4,916566666.7,923155555.6,1008888889,1060740741,1078518519,1164814815,980740740.7,NA
3958190759,2417558289,2814318517,3988784572,3458939358,3120833333,3928908381,4855907142,6119284294,7678581344,9005023184,9903499928,10862327878,13876531432,19544094741,21784297521,29902479339,38446487603,51972107438,66946900826,65398646758,72933350954,78358866335,87760360941,97510235986,1.01296e+11,1.16837e+11,1.47948e+11,1.99591e+11,2.46927e+11,2.83368e+11,3.30649e+11,3.55525e+11,3.92666e+11,4.63617e+11,5.66583e+11,6.1017e+11,5.69755e+11,3.83331e+11,4.97513e+11,5.76178e+11,5.47658e+11,6.27246e+11,7.02717e+11,7.93175e+11,9.34901e+11,1.05322e+12,1.17261e+12,1.04734e+12,9.43942e+11,1.14407e+12,1.25322e+12,1.27843e+12,1.3708e+12,1.48432e+12,1.46577e+12,1.50011e+12,1.6239e+12,1.72485e+12,1.65142e+12,1.6379e+12,NA
NA,NA,NA,NA,NA,2097451694,2391486978,2441893027,2663119574,2769532344,2873984878,3880370402,4451200973,5408293999,13004774557,12024138276,13131668947,14135729588,15500908760,24746019537,28638550499,25056672166,21577977770,20869434305,21697297872,21442619681,17903681693,22365734482,20692472760,24312117767,18427777778,11008793176,19858555215,23941391391,24848483838,27191353887,31493319973,30355093966,25939960630,30123850197,37712842243,34887512227,38137545245,47876510067,59439090601,80798630137,1.01549e+11,1.1464e+11,1.47395e+11,1.05963e+11,1.15419e+11,1.54068e+11,1.7407e+11,1.74161e+11,1.62631e+11,1.14567e+11,1.0942e+11,1.20707e+11,1.38182e+11,1.36197e+11,1.0596e+11,NA
68849285943,72140210276,78432996950,79083194593,90634651703,98291097178,1.08647e+11,1.10643e+11,1.19031e+11,1.33326e+11,1.45017e+11,1.60551e+11,1.82562e+11,2.43931e+11,3.20158e+11,3.45375e+11,3.75948e+11,4.0799e+11,4.6397e+11,5.4467e+11,6.57711e+11,7.527e+11,6.95233e+11,6.01748e+11,6.08107e+11,6.38044e+11,6.43805e+11,6.92373e+11,7.66e+11,8.04165e+11,9.69955e+11,1.03772e+12,1.12729e+12,1.32784e+12,1.57682e+12,1.68777e+12,1.84226e+12,2.01007e+12,2.0199e+12,1.79178e+12,1.98074e+12,1.9262e+12,1.73318e+12,1.77295e+12,2.02314e+12,2.44853e+12,2.86098e+12,3.38117e+12,3.91238e+12,3.63658e+12,4.54739e+12,5.31006e+12,5.28824e+12,5.43153e+12,5.46042e+12,4.65292e+12,4.52726e+12,5.04719e+12,4.9056e+12,4.8494e+12,4.03527e+12,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757142806,2366666616,1776842041,1087273104,598961269.3,714046821.1,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252611,13279248479,14426381187,15912495369,17071162084,18141651381,18897252233,19132635712,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44035991893,46909335551,48133414840,50065946086,51389318291,53324800959,55276157552,51953744507,31735217785,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74e+08,9.06e+08,9.27e+08,7.48e+08,8.97e+08,9.49e+08,1.119e+09,1.373e+09,1.726e+09,1.768e+09,1.998e+09,2.398e+09,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3201187800,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28901836158,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,27842131480,26197143268,37883243650,52607888718,52091152228,25418916029,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170370370.4,194444444.4,183333333.3,197037037,251481481.5,284444444.4,3.4e+08,375555555.6,429629629.6,486666666.7,579629629.6,613703703.7,674074074.1,684814814.8,713703703.7,762962963,788888888.9,805925925.9,877407407.4,921851851.9,932592592.6,892592592.6,9e+08,987407407.4,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1486758037,1576988407,1605146778,1664816741,1755130815,1808079889,1865513444,1996771444,2065127259,2118791556,1616772741,NA
84505417300,89564090129,98132677716,1.00055e+11,1.10927e+11,1.19245e+11,1.31287e+11,1.33958e+11,1.43782e+11,1.60653e+11,1.75225e+11,1.9545e+11,2.19828e+11,2.92393e+11,3.79048e+11,3.97542e+11,4.36004e+11,4.78835e+11,5.42905e+11,6.44227e+11,7.82809e+11,8.94372e+11,8.29145e+11,7.26346e+11,7.26511e+11,7.57639e+11,7.63688e+11,8.07485e+11,9.00782e+11,9.28627e+11,1.10771e+12,1.18932e+12,1.29859e+12,1.50689e+12,1.76901e+12,1.92148e+12,2.07913e+12,2.27934e+12,2.29999e+12,2.07544e+12,2.29189e+12,2.24258e+12,2.01341e+12,2.05427e+12,2.36783e+12,2.86324e+12,3.3558e+12,3.95355e+12,4.59426e+12,4.31835e+12,5.35333e+12,6.08693e+12,6.15039e+12,6.30327e+12,6.42694e+12,5.37099e+12,5.24921e+12,5.83053e+12,5.70388e+12,5.62726e+12,4.72552e+12,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12514e+11,1.14032e+11,1.1388e+11,1.0743e+11,1.0639e+11,1.17681e+11,1.2785e+11,1.42777e+11,1.47855e+11,1.51459e+11,1.59588e+11,1.60379e+11,1.47406e+11,1.4768e+11,1.36653e+11,1.56488e+11,1.72536e+11,1.81481e+11,1.84615e+11,1.89528e+11,2.17451e+11,2.12481e+11,2.30496e+11,2.58336e+11,2.98737e+11,3.53182e+11,4.09584e+11,4.91681e+11,5.99822e+11,5.97365e+11,6.7306e+11,7.75487e+11,8.1494e+11,8.9313e+11,9.62577e+11,9.45449e+11,9.3552e+11,1.02456e+12,1.0623e+12,1.10643e+12,1.1134e+12,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83589600429,86219692295,83211373382,81354406548,88859129905,1.03684e+11,1.21761e+11,1.01048e+11,1.02903e+11,1.11023e+11,1.15104e+11,1.11187e+11,1.1656e+11,1.14914e+11,1.29646e+11,1.43762e+11,1.54486e+11,1.5844e+11,1.61128e+11,1.88438e+11,1.88241e+11,2.01796e+11,2.20518e+11,2.58685e+11,3.08438e+11,3.57591e+11,4.30718e+11,5.15891e+11,5.21887e+11,5.78209e+11,4.03962e+11,3.84448e+11,3.95478e+11,4.23854e+11,4.18166e+11,3.87204e+11,4.09138e+11,4.25615e+11,4.4844e+11,4.5973e+11,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90098330.67,104888628.2,124941925,165930611.7,193983720.5,246387479.2,272493879,303496276.3,436918176.7,503180670,534701915.6,511658690.6,522090331.5,524034109.9,502617355.4,529078995.6,779365167.6,1052843348,1161757671,1120000917,1421466240,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6237264055,6474256119,6839145107,6684443550,NA,NA
1409873950,1444327731,1434156379,1240672269,1309747899,1698319328,1751470588,1859465021,1801344538,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,87428128124,87963042341,83990946939,80676681934,NA
91535268123,96868817777,98412294102,1.09495e+11,1.22982e+11,1.32801e+11,1.22153e+11,1.30545e+11,1.40767e+11,1.56524e+11,1.73078e+11,1.82352e+11,1.9858e+11,2.44314e+11,3.25949e+11,3.61994e+11,4.02792e+11,4.63129e+11,5.10781e+11,5.87277e+11,7.12899e+11,8.57106e+11,8.82556e+11,8.72191e+11,8.6117e+11,9.16967e+11,9.74908e+11,9.54964e+11,9.73683e+11,9.74058e+11,1.04908e+12,9.88609e+11,1.03703e+12,1.04279e+12,1.12267e+12,1.2735e+12,1.42291e+12,1.45462e+12,1.3256e+12,1.43225e+12,1.50745e+12,1.54106e+12,1.64751e+12,1.89305e+12,2.19601e+12,2.55225e+12,3.0269e+12,3.71662e+12,4.20978e+12,4.277e+12,5.20081e+12,5.93584e+12,6.23015e+12,6.34369e+12,6.59691e+12,6.45859e+12,6.73746e+12,7.24652e+12,7.34692e+12,7.73577e+12,7.38477e+12,NA
3.42303e+11,3.28875e+11,3.37428e+11,3.64894e+11,4.08688e+11,4.51938e+11,4.68658e+11,4.80161e+11,5.06863e+11,5.6677e+11,6.21467e+11,6.69061e+11,7.4908e+11,9.53686e+11,1.21129e+12,1.34124e+12,1.44105e+12,1.61948e+12,1.7575e+12,2.08531e+12,2.45351e+12,2.7569e+12,2.7198e+12,2.62549e+12,2.65531e+12,2.8163e+12,2.93037e+12,3.03191e+12,3.21262e+12,3.27973e+12,3.75544e+12,3.61216e+12,3.7688e+12,4.03627e+12,4.42852e+12,4.99743e+12,5.47427e+12,5.79183e+12,5.61509e+12,5.49495e+12,6.00272e+12,6.06072e+12,6.21767e+12,7.00887e+12,8.32411e+12,9.91714e+12,1.17677e+13,1.45597e+13,1.74269e+13,1.70091e+13,2.06049e+13,2.42271e+13,2.57715e+13,2.73175e+13,2.8239e+13,2.67972e+13,2.69453e+13,2.95959e+13,3.14124e+13,3.22202e+13,3.09932e+13,NA
34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.1,65966680.67,68738625.23,76482102.91,80915831.92,121181556.2,150846210.4,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,348746822.6,386699308.9,333158476.2,268626912.5,318862888.4,402774852.7,470389179.7,495404888.1,596415104.5,704329192.8,831033941.1,835592802.3,878250450.6,1001889857,946123275.9,997996028.6,928458206,912771290.6,887295267.9,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1682016947,1766825413,1740830511,2234731974,2579421686,2477702253,2367113170,2441053176,2359759799,2114323794,2306843529,2514146888,2366213069,1875227642,NA
1.87455e+11,1.73691e+11,1.76932e+11,1.93666e+11,2.12629e+11,2.38939e+11,2.6616e+11,2.6753e+11,2.7228e+11,3.03643e+11,3.45533e+11,3.84121e+11,4.41305e+11,5.68746e+11,6.69045e+11,7.35899e+11,7.93302e+11,9.20177e+11,9.57483e+11,1.13881e+12,1.30221e+12,1.3663e+12,1.38974e+12,1.27706e+12,1.33363e+12,1.44308e+12,1.53678e+12,1.62199e+12,1.77059e+12,1.81652e+12,1.9522e+12,1.96655e+12,2.01117e+12,2.09422e+12,2.43355e+12,3.01606e+12,3.32651e+12,3.48309e+12,3.3534e+12,3.09879e+12,3.40299e+12,3.51751e+12,3.72845e+12,4.24732e+12,5.10671e+12,6.16304e+12,7.43817e+12,9.37132e+12,1.16491e+13,1.12572e+13,1.35105e+13,1.64626e+13,1.76098e+13,1.89791e+13,1.97023e+13,1.84732e+13,1.85205e+13,2.05525e+13,2.25322e+13,2.29586e+13,2.24334e+13,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7867140395,8382519637,10118631852,11239547691,10971583945,11524776867,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41435533340,43047309306,47758736932,53750911866,54697379017,56546957475,NA
703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1457768455,1518773421,1901697370,2609875802,3183637117,3123333333,3423586207,3789321328,4718539772,5516982664,6019805490,5053665797,4602316793,4524217751,4438435493,4577211767,6685595088,8320902215,9418167855,10037674038,12778792854,13834219728,15518702635,15925521222,17701798891,20853093870,20895314658,19563836265,20150053345,21899317599,21230182989,21387533703,23649833332,29667268248,35064843793,37672280120,42910146296,51587401416,58844277702,54467289898,56213985987,61696281326,59776383527,65203276467,68804811898,60071584216,62216885436,65712180343,71285019397,70195715496,73353132794,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5789128637,5975248851,6527926446,7166275468,7533788134,7958852839,8362398702,9557031605,11771975157,14435700533,17003459863,21570076499,31054350978,35854274229,26410909091,23956163077,27474380566,28169902669,30204783462,31386896487,27263090547,28083597512,30483806018,34429023435,34308783825,33707320816,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1142503775,1133008226,1304353237,1362079312,1532097040,1957726785,2288759545,2705659767,3246477995,3765226191,4914391079,5665570561,6311194302,7046110595,7176892950,7267563603,6797764075,6547629475,6774193548,6860272608,7371723056,8246521717,10643215078,12160002996,14874147024,18439876056,21027044551,21587740942,28241858489,36845925519,43189526778,51536304808,54903031138,45047964934,45070605746,50440941939,55284360483,55204758070,25586111076,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2037150716,2025689537,2379606422,2657247327,2798339769,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21728770055,17788171722,17692341358,16251460689,14824728528,14991283216,19462175322,21765261042,25705296184,26314220188,30180108562,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,1.0137e+11,98266306615,1.06826e+11,1.10081e+11,1.0118e+11,1.03312e+11,1.09683e+11,1.18096e+11,1.1987e+11,1.14725e+11,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.3,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166025,1143229072,1092551781,1037314956,1082851076,1515209588,1839095595,2000674667,2010116851,2481316054,2480598884,2737192565,2574302409,2720310019,3130462610,3137673291,2840175545,2934498443,2906093757,2647885849,2718868306,2968987019,3601321065,4137913500,4203084194,4582988333,5867916781,6476490406,5451653237,5367625613,6088808463,5743029680,6555983530,7069616049,6261622101,6472990923,6431314957,7194024563,7383745662,6816219303,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1752979926,1695122174,1930081169,1698717505,1170782957,1288429392,1480673594,1661818168,1980907435,2598249556,2988348836,3408244549,4401189466,6054849885,5439422031,6974960345,8414360656,8709165249,9496684701,9510219299,7745231660,8071480541,9669759987,11456728401,11970233940,11915547263,NA
673081724.1,699161943.9,739286906.9,759345863,802482182.9,833563472.2,900264583.7,956436931.1,1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930406,2669755116,3463565881,5201818349,4759333970,4784977349,4686457013,3905938481,3802557895,4347989799,3212900561,3189456961,3175638333,3931334871,3254713056,3714967007,4063298919,3522226903,3838101052,4931861239,4262965282,4401967499,4277903780,4629247091,5438332738,5351701534,6372498720,5064732716,5859269849,6395712392,8524620739,10725137931,9616879571,9982711338,11551819618,11578974888,12423555269,12522957228,11323020829,11848613735,13176313594,13760033097,14104664515,13056079982,NA
